"","x"
"1",0.0349221691131641
"2",0.0349629570056578
"3",0.035003913406643
"4",0.0350381352305829
"5",0.0350792731025618
"6",0.035120502701183
"7",0.0351618310782988
"8",0.0351948419297869
"9",0.0346522160923266
"10",0.0346890392209027
"11",0.0347299050625291
"12",0.0346577000136675
"13",0.0346987903836761
"14",0.0347399766308238
"15",0.0338122536731228
"16",0.0325774382667979
"17",0.0326163252114092
"18",0.0326553034083055
"19",0.0326943731770536
"20",0.0321526046637023
"21",0.0305517194756907
"22",0.0281484208274316
"23",0.0281821268109271
"24",0.0282162311396644
"25",0.0282504163258457
"26",0.0282846827273354
"27",0.0283188420641093
"28",0.027664106135335
"29",0.0276978117644143
"30",0.0263944522944438
"31",0.0264267501239558
"32",0.0264591271450556
"33",0.0264915488006591
"34",0.026524025097335
"35",0.0265554001872209
"36",0.0265880878183836
"37",0.0265416575042986
"38",0.0265744092663768
"39",0.0266071714556092
"40",0.0266400512288051
"41",0.0266730345124269
"42",0.0265306317996574
"43",0.0265635689490268
"44",0.0265965400011562
"45",0.0266296416103194
"46",0.0264556641799898
"47",0.0248042719994853
"48",0.0248353512700143
"49",0.0248664060099043
"50",0.0243461550814127
"51",0.0243767990662225
"52",0.0235987200041159
"53",0.0236285471033743
"54",0.0236574391617148
"55",0.023681970608522
"56",0.0237119862318647
"57",0.0237421012095008
"58",0.0237722905978438
"59",0.0238025436343073
"60",0.0238328785956946
"61",0.0234550187947134
"62",0.023485013046807
"63",0.0235150820789375
"64",0.0233627019666328
"65",0.0233926979057073
"66",0.021939121165494
"67",0.0219674486249158
"68",0.0211597044312447
"69",0.0211871529719153
"70",0.0212146694672047
"71",0.0212420483167974
"72",0.0212696692327024
"73",0.0212973895439187
"74",0.0212841850456047
"75",0.0212638227138376
"76",0.0212916506808328
"77",0.0213194339738382
"78",0.0213474029655498
"79",0.0210412142427126
"80",0.0207445873949749
"81",0.0207719447197229
"82",0.0207992361988059
"83",0.0208267404902265
"84",0.0200430887980242
"85",0.0200695574898837
"86",0.0200962512671482
"87",0.0201230194243709
"88",0.0201498028425409
"89",0.0201767091549536
"90",0.0202036811400172
"91",0.0202307273872927
"92",0.0202572725719348
"93",0.0202844573634921
"94",0.0203117143111598
"95",0.0188709100679252
"96",0.01889641151137
"97",0.0189218324187886
"98",0.0180562712818293
"99",0.0177368705265216
"100",0.0177610997696987
"101",0.0177853888742889
"102",0.0178097457968006
"103",0.0178341672164072
"104",0.0178385688504473
"105",0.0178621148391972
"106",0.017885899188034
"107",0.0179102248670988
"108",0.0179347205858505
"109",0.0171394094576292
"110",0.017163200624621
"111",0.0171870531364619
"112",0.016073689287085
"113",0.016096197215069
"114",0.0161186783580334
"115",0.0161413064212168
"116",0.0161639962061818
"117",0.0161867251248333
"118",0.0161827478651415
"119",0.0162055861440771
"120",0.0162266775963335
"121",0.0160612495990541
"122",0.0160833625810387
"123",0.0161061699764445
"124",0.0161290607936909
"125",0.0161520238899115
"126",0.0161750497663349
"127",0.0161981386879021
"128",0.0162212909086892
"129",0.0162445066645807
"130",0.0162677862402545
"131",0.0162911298800796
"132",0.0163145378469356
"133",0.0163380019886969
"134",0.0163615393332384
"135",0.0163835984697388
"136",0.0164068079000714
"137",0.0157799310414876
"138",0.0158028453022268
"139",0.0140032913302771
"140",0.0140238956558983
"141",0.0129118145766869
"142",0.0129310080120372
"143",0.0128722708182681
"144",0.0128914678025741
"145",0.0129107195477991
"146",0.0129296263867442
"147",0.0129482770847296
"148",0.0112921302476829
"149",0.0113076723330554
"150",0.011322032022096
"151",0.0113392948329864
"152",0.011356610904893
"153",0.0113603069424846
"154",0.0113775535357657
"155",0.0113588636910041
"156",0.0111924028072001
"157",0.0112096405697617
"158",0.0112263526485537
"159",0.0112435914184745
"160",0.0112587033257769
"161",0.0112759866036404
"162",0.0109650585339482
"163",0.0109821250663878
"164",0.0109992335615957
"165",0.0110164211850913
"166",0.0109446603833964
"167",0.0109617230684347
"168",0.0109785527069504
"169",0.0101734822161009
"170",0.0101896634680561
"171",0.0102058927630209
"172",0.0102221703106446
"173",0.0102384963217853
"174",0.0102548710085184
"175",0.0102711635323458
"176",0.0102875782436609
"177",0.0103041014615936
"178",0.0103206742192332
"179",0.0103372967348898
"180",0.0103539692281448
"181",0.0103706431513373
"182",0.0103734021564618
"183",0.0103899954626148
"184",0.010402515195119
"185",0.0104194126877743
"186",0.0104363424651361
"187",0.0104529970817375
"188",0.0104693767810752
"189",0.0104512701954073
"190",0.0103850242907966
"191",0.0103987362368641
"192",0.0104157506383667
"193",0.00976173458203872
"194",0.00977793510017576
"195",0.00979276647799309
"196",0.00980821889099795
"197",0.00982456052945737
"198",0.00982305939429487
"199",0.00983949348176877
"200",0.0087206663999013
"201",0.00873169227861221
"202",0.00873075173225981
"203",0.00874479226197859
"204",0.00768424067343705
"205",0.00769101055614128
"206",0.00770447246792864
"207",0.00771769714145578
"208",0.00773091760654885
"209",0.00774292626464751
"210",0.00775650726985008
"211",0.0077697451283121
"212",0.00778034401022946
"213",0.00779403003748075
"214",0.00780783331143815
"215",0.00782135532681437
