id,kingdom,phylum,class,order,family,genus,species,type
Zotu516,d__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__uncultured_compost,
Zotu1051,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__uncultured,,
Zotu171,d__Bacteria, p__Acidobacteriota, c__Subgroup_25, o__Subgroup_25, f__Subgroup_25, g__Subgroup_25, s__uncultured_Acidobacteria,
Zotu137,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__NS9_marine_group, g__NS9_marine_group, s__metagenome,
Zotu726,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__MND1,,
Zotu494,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured, s__uncultured_bacterium,
Zotu351,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Solirubrobacterales, f__67-14, g__67-14,,
Zotu702,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured, s__uncultured_bacterium,
Zotu285,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__uncultured,,
Zotu577,d__Archaea, p__Crenarchaeota, c__Bathyarchaeia, o__Bathyarchaeia, f__Bathyarchaeia, g__Bathyarchaeia, s__archaeon_RBG_16_50_20,
Zotu824,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Segetibacter,,
Zotu827,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__NS11-12_marine_group, g__NS11-12_marine_group, s__metagenome,
Zotu2204,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__ADurb.Bin063-1, s__uncultured_bacterium,
Zotu626,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micromonosporales, f__Micromonosporaceae,,,
Zotu2176,d__Bacteria, p__FCPU426, c__FCPU426, o__FCPU426, f__FCPU426, g__FCPU426, s__uncultured_bacterium,
Zotu730,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Corynebacteriales, f__Mycobacteriaceae, g__Mycobacterium,,
Zotu452,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Tistrellales, f__Geminicoccaceae, g__uncultured, s__uncultured_bacterium,
Zotu911,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Solirubrobacterales,,,,
Zotu396,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured, s__uncultured_bacterium,
Zotu311,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Solirubrobacterales, f__67-14, g__67-14, s__uncultured_bacterium,
Zotu322,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Blastocatellales, f__Blastocatellaceae, g__Blastocatella, s__uncultured_soil,
Zotu743,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter, s__metagenome,
Zotu267,d__Bacteria, p__FCPU426, c__FCPU426, o__FCPU426, f__FCPU426, g__FCPU426,,
Zotu434,d__Bacteria,,,,,,,
Zotu695,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured, s__uncultured_bacterium,
Zotu2519,d__Bacteria, p__Latescibacterota, c__Latescibacterota, o__Latescibacterota, f__Latescibacterota, g__Latescibacterota, s__uncultured_bacterium,
Zotu120,d__Archaea, p__Crenarchaeota, c__Nitrososphaeria, o__Nitrososphaerales, f__Nitrososphaeraceae, g__Nitrososphaeraceae,,
Zotu262,d__Archaea, p__Halobacterota, c__Halobacteria, o__Halobacterales, f__Haloferacaceae, g__Haloferacaceae, s__uncultured_haloarchaeon,
Zotu273,d__Bacteria, p__Chloroflexi, c__TK10, o__TK10, f__TK10, g__TK10, s__uncultured_Chloroflexus,
Zotu305,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Terrimonas, s__uncultured_bacterium,
Zotu388,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Acetobacterales, f__Acetobacteraceae, g__uncultured,,
Zotu403,d__Bacteria, p__Gemmatimonadota, c__Gemmatimonadetes, o__Gemmatimonadales, f__Gemmatimonadaceae, g__Gemmatimonas, s__metagenome,
Zotu559,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__uncultured, g__uncultured, s__uncultured_bacterium,
Zotu549,d__Bacteria, p__Chloroflexi, c__Ktedonobacteria, o__B12-WMSP1, f__B12-WMSP1, g__B12-WMSP1, s__uncultured_bacterium,
Zotu581,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured,,
Zotu296,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Bryobacterales, f__Bryobacteraceae, g__Bryobacter,,
Zotu224,d__Bacteria, p__Acidobacteriota, c__Vicinamibacteria, o__Vicinamibacterales, f__Vicinamibacteraceae, g__Vicinamibacteraceae,,
Zotu399,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__uncultured, g__uncultured,,
Zotu558,d__Bacteria, p__Chloroflexi, c__TK10, o__TK10, f__TK10, g__TK10, s__uncultured_Chloroflexi,
Zotu430,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Solirubrobacterales, f__67-14, g__67-14, s__uncultured_Rubrobacteria,
Zotu888,d__Bacteria, p__Acidobacteriota, c__Thermoanaerobaculia, o__Thermoanaerobaculales, f__Thermoanaerobaculaceae, g__Subgroup_10,,
Zotu924,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Cellvibrionales, f__Spongiibacteraceae, g__Spongiibacteraceae, s__uncultured_bacterium,
Zotu269,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__uncultured, g__uncultured, s__uncultured_bacterium,
Zotu414,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Bryobacterales, f__Bryobacteraceae, g__Bryobacter,,
Zotu1114,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__IMCC26256, f__IMCC26256, g__IMCC26256,,
Zotu979,d__Bacteria, p__MBNT15, c__MBNT15, o__MBNT15, f__MBNT15, g__MBNT15,,
Zotu647,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Ferruginibacter,,
Zotu1140,d__Bacteria, p__Actinobacteriota, c__Rubrobacteria, o__Rubrobacterales, f__Rubrobacteriaceae, g__Rubrobacter,,
Zotu259,d__Bacteria, p__Planctomycetota, c__Phycisphaerae, o__Tepidisphaerales, f__CPla-3_termite_group, g__CPla-3_termite_group, s__uncultured_bacterium,
Zotu463,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured, s__uncultured_bacterium,
Zotu586,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Isosphaerales, f__Isosphaeraceae, g__uncultured,,
Zotu468,d__Bacteria, p__RCP2-54, c__RCP2-54, o__RCP2-54, f__RCP2-54, g__RCP2-54, s__uncultured_bacterium,
Zotu252,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__uncultured,,
Zotu807,d__Bacteria, p__Acidobacteriota, c__Holophagae, o__Subgroup_7, f__Subgroup_7, g__Subgroup_7,,
Zotu51,d__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SBR1031, f__A4b, g__A4b, s__uncultured_organism,
Zotu459,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae,,
Zotu428,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured,,M
Zotu194,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__uncultured, s__uncultured_bacterium,
Zotu642,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Nitriliruptorales, f__Nitriliruptoraceae, g__Nitriliruptoraceae, s__uncultured_bacterium,
Zotu542,d__Bacteria, p__Planctomycetota, c__BD7-11, o__BD7-11, f__BD7-11, g__BD7-11, s__uncultured_Planctomycetaceae,
Zotu188,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Amb-16S-1323, g__Amb-16S-1323, s__uncultured_bacterium,
Zotu653,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured, s__uncultured_bacterium,
Zotu612,d__Bacteria, p__Verrucomicrobiota, c__Chlamydiae, o__Chlamydiales, f__Waddliaceae, g__Waddlia, s__uncultured_bacterium,
Zotu692,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__S085, f__S085, g__S085, s__uncultured_bacterium,
Zotu512,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Microscillaceae, g__uncultured, s__uncultured_Ohtaekwangia,
Zotu592,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured,,
Zotu830,d__Bacteria, p__Methylomirabilota, c__Methylomirabilia, o__Rokubacteriales, f__Rokubacteriales, g__Rokubacteriales, s__uncultured_bacterium,
Zotu714,d__Bacteria, p__Patescibacteria, c__Parcubacteria, o__Parcubacteria, f__Parcubacteria, g__Parcubacteria, s__uncultured_bacterium,
Zotu441,d__Bacteria, p__RCP2-54, c__RCP2-54, o__RCP2-54, f__RCP2-54, g__RCP2-54, s__uncultured_bacterium,
Zotu515,d__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Caldilineales, f__Caldilineaceae, g__uncultured, s__uncultured_bacterium,
Zotu370,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter, s__uncultured_Prosthecobacter,
Zotu210,d__Bacteria, p__Chloroflexi, c__Chloroflexia, o__Thermomicrobiales, f__JG30-KF-CM45, g__JG30-KF-CM45, s__uncultured_Chloroflexi,
Zotu660,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Gammaproteobacteria_Incertae_Sedis, f__Unknown_Family, g__Acidibacter,,
Zotu338,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter,,
Zotu748,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured, s__uncultured_planctomycete,
Zotu231,d__Bacteria, p__Chloroflexi, c__Chloroflexia, o__Thermomicrobiales, f__Thermomicrobiaceae, g__Nitrolancea, s__uncultured_Chloroflexi,
Zotu547,d__Bacteria, p__Planctomycetota, c__Phycisphaerae, o__Tepidisphaerales, f__WD2101_soil_group, g__WD2101_soil_group, s__uncultured_bacterium,
Zotu485,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured,,
Zotu454,d__Bacteria, p__Chloroflexi, c__Chloroflexia, o__Thermobaculales, f__Thermobaculaceae, g__Thermobaculum, s__uncultured_bacterium,
Zotu502,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__Conexibacter,,
Zotu164,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Cellvibrionales, f__Cellvibrionaceae, g__Marinimicrobium,,
Zotu438,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__11-24, f__11-24, g__11-24, s__uncultured_bacterium,
Zotu83,d__Bacteria, p__RCP2-54, c__RCP2-54, o__RCP2-54, f__RCP2-54, g__RCP2-54, s__uncultured_bacterium,
Zotu717,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Segetibacter,,
Zotu152,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Streptosporangiales, f__Thermomonosporaceae,,,
Zotu81,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter, s__uncultured_Spartobacteria,
Zotu415,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Saprospiraceae, g__uncultured, s__uncultured_soil,
Zotu360,d__Bacteria, p__Gemmatimonadota, c__Gemmatimonadetes, o__Gemmatimonadales, f__Gemmatimonadaceae, g__uncultured, s__uncultured_Gemmatimonadales,
Zotu636,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Frankiales, f__Geodermatophilaceae, g__Blastococcus,,
Zotu108,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micromonosporales, f__Micromonosporaceae, g__uncultured, s__uncultured_bacterium,
Zotu1251,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Euzebyales, f__Euzebyaceae, g__uncultured, s__uncultured_bacterium,
Zotu811,d__Bacteria, p__Myxococcota, c__bacteriap25, o__bacteriap25, f__bacteriap25, g__bacteriap25, s__unidentified,
Zotu718,d__Bacteria, p__Chloroflexi, c__Chloroflexia, o__Chloroflexales, f__Herpetosiphonaceae, g__Herpetosiphon, s__uncultured_bacterium,
Zotu456,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae,,
Zotu389,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Nitrosococcales, f__Nitrosococcaceae, g__SZB85, s__uncultured_bacterium,
Zotu820,d__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae, g__Psychrobacillus,,
Zotu221,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Acetobacterales, f__Acetobacteraceae, g__uncultured,,
Zotu648,d__Bacteria, p__Chloroflexi, c__Anaerolineae, o__RBG-13-54-9, f__RBG-13-54-9, g__RBG-13-54-9, s__uncultured_sludge,
Zotu124,d__Bacteria, p__Actinobacteriota, c__Rubrobacteria, o__Rubrobacterales, f__Rubrobacteriaceae, g__Rubrobacter, s__metagenome,
Zotu474,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Planctomycetales, f__uncultured, g__uncultured, s__uncultured_bacterium,
Zotu193,d__Bacteria, p__Latescibacterota, c__Latescibacterota, o__Latescibacterota, f__Latescibacterota, g__Latescibacterota, s__uncultured_Desulfuromonadales,
Zotu162,d__Bacteria, p__Armatimonadota, c__uncultured, o__uncultured, f__uncultured, g__uncultured, s__uncultured_Chloroflexi,
Zotu469,d__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Oceanobacillus, s__uncultured_bacterium,
Zotu286,d__Archaea, p__Halobacterota, c__Halobacteria, o__Halobacterales, f__Haloferacaceae, g__uncultured, s__uncultured_archaeon,
Zotu261,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__MND1, s__metagenome,
Zotu314,d__Bacteria, p__Chloroflexi, c__TK10, o__TK10, f__TK10, g__TK10, s__uncultured_bacterium,
Zotu362,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Devosiaceae, g__uncultured,,
Zotu386,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Streptosporangiales, f__Thermomonosporaceae, g__Actinomadura,,
Zotu237,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingobium,,
Zotu816,d__Archaea, p__Halobacterota, c__Halobacteria, o__Halobacterales,,,,
Zotu32,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micromonosporales, f__Micromonosporaceae, g__Longispora, s__uncultured_bacterium,
Zotu600,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__uncultured, g__uncultured,,
Zotu29,d__Bacteria, p__Acidobacteriota, c__Holophagae, o__Subgroup_7, f__Subgroup_7, g__Subgroup_7,,M
Zotu294,d__Bacteria, p__Myxococcota, c__Polyangia, o__Polyangiales, f__Polyangiaceae, g__Pajaroellobacter, s__uncultured_Polyangiaceae,
Zotu528,d__Archaea, p__Crenarchaeota, c__Nitrososphaeria, o__Nitrosotaleales, f__Nitrosotaleaceae, g__Nitrosotaleaceae, s__uncultured_thaumarchaeote,
Zotu326,d__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolineaceae, g__uncultured,,
Zotu189,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__Pir4_lineage, s__uncultured_Planctomycetaceae,
Zotu245,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__11-24, f__11-24, g__11-24,,
Zotu313,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Chitinophagaceae, g__Flavisolibacter,,
Zotu392,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured,,
Zotu300,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__Gaiella,,
Zotu367,d__Bacteria, p__Latescibacterota, c__Latescibacterota, o__Latescibacterota, f__Latescibacterota, g__Latescibacterota, s__uncultured_soil,
Zotu568,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__FFCH16263, f__FFCH16263, g__FFCH16263, s__uncultured_bacterium,
Zotu446,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Cyclobacteriaceae, g__Fulvivirga,,
Zotu729,d__Bacteria, p__Chloroflexi, c__Chloroflexia, o__Chloroflexales, f__Chloroflexaceae, g__FFCH7168, s__uncultured_bacterium,
Zotu202,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__Gemmata, s__Gemmata_sp.,
Zotu213,d__Bacteria, p__Myxococcota, c__Polyangia, o__Haliangiales, f__Haliangiaceae, g__Haliangium,,
Zotu284,d__Bacteria, p__Armatimonadota, c__uncultured, o__uncultured, f__uncultured, g__uncultured, s__uncultured_bacterium,
Zotu347,d__Bacteria, p__Armatimonadota, c__uncultured, o__uncultured, f__uncultured, g__uncultured, s__metagenome,
Zotu899,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__uncultured,,
Zotu416,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__uncultured, f__uncultured, g__uncultured, s__uncultured_Acidimicrobiia,
Zotu445,d__Bacteria,,,,,,,
Zotu266,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Gemmatales, f__Gemmataceae, g__uncultured,,
Zotu181,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Cyanobacteriales, f__Nostocaceae, g__Nostoc_PCC-73102,,
Zotu84,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bdellovibrionales, f__Bdellovibrionaceae, g__OM27_clade, s__uncultured_soil,
Zotu509,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__ADurb.Bin063-1, s__uncultured_bacterium,
Zotu292,d__Bacteria, p__Actinobacteriota, c__Thermoleophilia, o__Solirubrobacterales, f__67-14, g__67-14,,
Zotu242,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__Bauldia, s__uncultured_bacterium,
Zotu986,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,
Zotu212,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__TRA3-20, g__TRA3-20,,
Zotu151,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingosinicella, s__uncultured_bacterium,
Zotu310,d__Archaea, p__Crenarchaeota, c__Nitrososphaeria, o__Nitrososphaerales, f__Nitrososphaeraceae,,,
